page_number,naics_id,naics_description,sic_id,sic_description
page_1,111110,Soybean Farming,0116,Soybeans
page_1,111120,Oilseed (except Soybean) Farming,0119,"Cash Grains, Nec"
page_1,111130,Dry Pea and Bean Farming,0119,"Cash Grains, Nec"
page_1,111140,Wheat Farming,0111,wheat
page_1,111150,Corn Farming,0115,Corn
page_1,111150,Corn Farming,0119,"Cash Grains, Nec"
page_1,111160,Rice Farming,0112,Rice
page_1,111191,Oilseed and Grain Combination Farming,0119,"Cash Grains, Nec"
page_1,111199,All Other Grain Farming,0119,"Cash Grains, Nec"
page_1,111199,All Other Grain Farming,0139,"Field Crops, Except Cash Grain"
page_1,111211,Potato Farming,0134,Irish Potatoes
page_1,111211,Potato Farming,0139,"Field Crops, Except Cash Grain"
page_1,111211,Potato Farming,0161,Vegetables and Melons
page_1,111219,Other Vegetable (except Potato) and Melon Farming,0139,"Field Crops, Except Cash Grain"
page_1,111219,Other Vegetable (except Potato) and Melon Farming,0161,Vegetables and Melons
page_1,111310,Orange Groves,0174,Citrus Fruits
page_1,111320,Citrus (except Orange) Groves,0174,Citrus Fruits
page_1,111331,Apple Orchards,0175,Deciduous Tree Fruits
page_1,111332,Grape Vineyards,0172,Grapes
page_1,111333,Strawberry Farming,0171,Berry Crops
page_1,111334,Berry (except Strawberry) Farming,0171,Berry Crops
page_1,111335,Tree Nut Farming,0173,Tree Nuts
page_1,111336,Fruit and Tree Nut Combination Farming,0179,"Fruits and Tree Nuts, Nec"
page_1,111339,Other Noncitrus Fruit Farming,0175,Deciduous Tree Fruits
page_1,111339,Other Noncitrus Fruit Farming,0179,"Fruits and Tree Nuts, Nec"
page_1,111411,Mushroom Production,0182,Food Crops Grown Under Cover
page_1,111419,Other Food Crops Grown Under Cover,0182,Food Crops Grown Under Cover
page_1,111421,Nursery and Tree Production,0181,Ornamental Nursery Products
page_1,111421,Nursery and Tree Production,0811,Timber Tracts
page_1,111422,Floriculture Production,0181,Ornamental Nursery Products
page_1,111910,Tobacco Farming,0132,Tobacco
page_1,111920,Cotton Farming,0131,Cotton
page_1,111930,Sugarcane Farming,0133,Sugarcane and Sugar Beets
page_1,111940,Hay Farming,0139,"Field Crops, Except Cash Grain"
page_1,111991,Sugar Beet Farming,0133,Sugarcane and Sugar Beets
page_1,111992,Peanut Farming,0139,"Field Crops, Except Cash Grain"
page_1,111998,All Other Miscellaneous Crop Farming,0139,"Field Crops, Except Cash Grain"
page_1,111998,All Other Miscellaneous Crop Farming,0191,"General Farms, Primarily Crop"
page_1,111998,All Other Miscellaneous Crop Farming,0831,Forest Products
page_1,111998,All Other Miscellaneous Crop Farming,0919,Miscellaneous Marine Products
page_1,111998,All Other Miscellaneous Crop Farming,2099,"Food Preparations, Nec"
page_1,112111,Beef Cattle Ranching and Farming,0212,"Beef Cattle, Except Feedlots"
page_1,112111,Beef Cattle Ranching and Farming,0241,Dairy Farms
page_1,112112,Cattle Feedlots,0211,Beef Cattle Feedlots
page_1,112120,Dairy Cattle and Milk Production,0241,Dairy Farms
page_1,112130,Dual-Purpose Cattle Ranching and Farming,NA,NA
page_2,112210,Hog and Pig Farming,0213,Hogs
page_2,112310,Chicken Egg Production,0252,Chicken Eggs
page_2,112320,Broilers and Other Meat Type Chicken Production,0251,"Broiler, Fryer, and Roaster Chickens"
page_2,112330,Turkey Production,0253,Turkeys and Turkey Eggs
page_2,112340,Poultry Hatcheries,0254,Poultry Hatcheries
page_2,112390,Other Poultry Production,0259,"Poultry and Eggs, Nec"
page_2,112410,Sheep Farming,0214,Sheep and Goats
page_2,112420,Goat Farming,0214,Sheep and Goats
page_2,112511,Finfish Farming and Fish Hatcheries,0273,Animal Aquaculture
page_2,112511,Finfish Farming and Fish Hatcheries,0921,Fish Hatcheries and Preserves
page_2,112512,Shellfish Farming,0273,Animal Aquaculture
page_2,112512,Shellfish Farming,0919,Miscellaneous Marine Products
page_2,112512,Shellfish Farming,0921,Fish Hatcheries and Preserves
page_2,112519,Other Aquaculture,0139,"Field Crops, Except Cash Grain"
page_2,112519,Other Aquaculture,0191,"General Farms, Primarily Crop"
page_2,112519,Other Aquaculture,0273,Animal Aquaculture
page_2,112519,Other Aquaculture,0279,"Animal Specialties, Nec"
page_2,112519,Other Aquaculture,0831,Forest Products
page_2,112519,Other Aquaculture,0919,Miscellaneous Marine Products
page_2,112519,Other Aquaculture,2099,"Food Preparations, Nec"
page_2,112910,Apiculture,0279,"Animal Specialties, Nec"
page_2,112920,Horses and Other Equine Production,0272,Horses and Other Equines
page_2,112930,Fur-Bearing Animal and Rabbit Production,0271,Fur-bearing Animals and Rabbits
page_2,112990,All Other Animal Production,0219,"General Livestock, Nec"
page_2,112990,All Other Animal Production,0279,"Animal Specialties, Nec"
page_2,112990,All Other Animal Production,0291,"General Farms, Primarily animals"
page_2,113110,Timber Tract Operations,0811,Timber Tracts
page_2,113210,Forest Nurseries and Gathering of Forest Products,0831,Forest Products
page_2,113310,Logging,2411,Logging
page_2,114111,Finfish Fishing,0912,Finfish
page_2,114112,Shellfish Fishing,0913,Shellfish
page_2,114112,Shellfish Fishing,0919,Miscellaneous Marine Products
page_2,114119,Other Marine Fishing,0919,Miscellaneous Marine Products
page_2,114210,Hunting and Trapping,0971,"Hunting, Trapping, Game Propagation"
page_2,115111,Cotton Ginning,0724,Cotton Ginning
page_2,115112,"Soil Preparation, Planting, and Cultivating",0711,Soil Preparation Services
page_2,115112,"Soil Preparation, Planting, and Cultivating",0721,Crop Planting and Protection
page_2,115113,"Crop Harvesting, Primarily by Machine",0722,Crop Harvesting
page_2,115114,Postharvest Crop Activities (except Cotton Ginning),0723,Crop Preparation Services For Market
page_2,115115,Farm Labor Contractors and Crew Leaders,0761,Farm Labor Contractors
page_2,115116,Farm Management Services,0762,Farm Management Services
page_2,115210,Support Activities for Animal Production,0751,"Livestock Services, Except Veterinary"
page_2,115210,Support Activities for Animal Production,0752,Animal Specialty Services
page_2,115210,Support Activities for Animal Production,7699,"Repair Services, Nec"
page_2,115310,Support Activities for Forestry,0851,Forestry Services
page_2,211120,Crude Petroleum Extraction,1311,Crude Petroleum and Natural Gas
page_2,211130,Natural Gas Extraction,1321,Natural Gas Liquids
page_2,211130,Natural Gas Extraction,2819,"Industrial Inorganic Chemicals, Nec"
page_3,212111,Bituminous Coal and Lignite Surface Mining Mining,1221,Bituminous Coal and Lignite-surface
page_3,212112,Bituminous Coal Underground Mining,1222,Bituminous Coal-underground Mining
page_3,212113,Anthracite Mining,1231,Anthracite Mining
page_3,212210,Iron Ore Mining,1011,Iron Ores
page_3,212221,Gold Ore Mining,1041,Gold Ores
page_3,212222,Silver Ore Mining,1044,Silver Ores
page_3,212230,"Copper, Nickel, Lead, and Zinc Mining",1021,Copper Ores
page_3,212230,"Copper, Nickel, Lead, and Zinc Mining",1031,Lead and Zinc Ores
page_3,212230,"Copper, Nickel, Lead, and Zinc Mining",1061,"Ferroalloy Ores, Except Vanadium"
page_3,212291,Uranium-Radium-Vanadium Ore Mining,1094,Uranium-radium-vanadium Ores
page_3,212299,All Other Metal Ore Mining,1061,"Ferroalloy Ores, Except Vanadium"
page_3,212299,All Other Metal Ore Mining,1099,"Metal Ores, Nec"
page_3,212311,Dimension Stone Mining and Quarrying,1411,Dimension Stone
page_3,212312,Crushed and Broken Limestone Mining and Quarrying,1422,Crushed and Broken Limestone
page_3,212313,Crushed and Broken Granite Mining and Quarrying,1423,Crushed and Broken Granite
page_3,212319,Other Crushed and Broken Stone Mining and Quarrying,1429,"Crushed and Broken Stone, Nec"
page_3,212319,Other Crushed and Broken Stone Mining and Quarrying,1499,Miscellaneous Nonmetallic Mining
page_3,212321,Construction Sand and Gravel Mining,1442,Construction Sand and Gravel
page_3,212322,Industrial Sand Mining,1446,Industrial Sand
page_3,212324,Kaolin and Ball Clay Mining,1455,Kaolin and Ball Clay
page_3,212324,Kaolin and Ball Clay Mining,3295,"Minerals, Ground or Treated"
page_3,212325,Clay and Ceramic and Refractory Minerals Mining,1459,"Clay and Related Minerals, Nec"
page_3,212325,Clay and Ceramic and Refractory Minerals Mining,3295,"Minerals, Ground or Treated"
page_3,212391,"Potash, Soda, and Borate Mineral Mining",1474,"Potash, Soda, and Borate Minerals"
page_3,212392,Phosphate Rock Mining,1475,Phosphate Rock
page_3,212393,Other Chemical and Fertilizer Mineral Mining,1479,Chemical and Fertilizer Mining
page_3,212393,Other Chemical and Fertilizer Mineral Mining,3295,"Minerals, Ground or Treated"
page_3,212399,All Other Nonmetallic Mineral Mining,1499,Miscellaneous Nonmetallic Mining
page_3,212399,All Other Nonmetallic Mineral Mining,3295,"Minerals, Ground or Treated"
page_3,213111,Drilling Oil and Gas Wells,1381,Drilling Oil and Gas Wells
page_3,213112,Support Activities for Oil and Gas Operations,1382,Oil and Gas Exploration Services
page_3,213112,Support Activities for Oil and Gas Operations,1389,"Oil and Gas Field Services, Nec"
page_3,213113,Support Activities for Coal Mining,1241,Coal Mining Services
page_3,213114,Support Activities for Metal Mining,1081,Metal Mining Services
page_3,213115,Support Activities for Nonmetallic Minerals (except Fuels) Mining,1481,Nonmetallic Mineral Services
page_3,221111,Hydroelectric Power Generation,4911,Electric Services
page_3,221111,Hydroelectric Power Generation,4931,Electric and Other Services Combined
page_3,221111,Hydroelectric Power Generation,4939,"Combination Utilities, Nec"
page_3,221112,Fossil Fuel Electric Power Generation,4911,Electric Services
page_3,221112,Fossil Fuel Electric Power Generation,4931,Electric and Other Services Combined
page_4,221112,Fossil Fuel Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221113,Nuclear Electric Power Generation,4911,Electric Services
page_4,221113,Nuclear Electric Power Generation,4931,Electric and Other Services Combined
page_4,221113,Nuclear Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221114,Solar Electric Power Generation,4911,Electric Services
page_4,221114,Solar Electric Power Generation,4931,Electric and Other Services Combined
page_4,221114,Solar Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221115,Wind Electric Power Generation,4911,Electric Services
page_4,221115,Wind Electric Power Generation,4931,Electric and Other Services Combined
page_4,221115,Wind Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221116,Geothermal Electric Power Generation,4911,Electric Services
page_4,221116,Geothermal Electric Power Generation,4931,Electric and Other Services Combined
page_4,221116,Geothermal Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221117,Biomass Electric Power Generation,4911,Electric Services
page_4,221117,Biomass Electric Power Generation,4931,Electric and Other Services Combined
page_4,221117,Biomass Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221118,Other Electric Power Generation,4911,Electric Services
page_4,221118,Other Electric Power Generation,4931,Electric and Other Services Combined
page_4,221118,Other Electric Power Generation,4939,"Combination Utilities, Nec"
page_4,221121,Electric Bulk Power Transmission and Control,4911,Electric Services
page_4,221121,Electric Bulk Power Transmission and Control,4931,Electric and Other Services Combined
page_4,221121,Electric Bulk Power Transmission and Control,4939,"Combination Utilities, Nec"
page_4,221122,Electric Power Distribution,4911,Electric Services
page_4,221122,Electric Power Distribution,4931,Electric and Other Services Combined
page_4,221122,Electric Power Distribution,4939,"Combination Utilities, Nec"
page_4,221210,Natural Gas Distribution,4923,Gas Transmission and Distribution
page_4,221210,Natural Gas Distribution,4924,Natural Gas Distribution
page_4,221210,Natural Gas Distribution,4925,Gas Production and/or Distribution
page_4,221210,Natural Gas Distribution,4931,Electric and Other Services Combined
page_4,221210,Natural Gas Distribution,4932,Gas and Other Services Combined
page_4,221210,Natural Gas Distribution,4939,"Combination Utilities, Nec"
page_4,221310,Water Supply and Irrigation Systems,4941,Water Supply
page_4,221310,Water Supply and Irrigation Systems,4971,Irrigation Systems
page_4,221320,Sewage Treatment Facilities,4952,Sewerage Systems
page_4,221330,Steam and Air-Conditioning Supply,4961,Steam and Air-conditioning Supply
page_4,236115,New Single-Family Housing Construction (except For-Sale Builders),1521,Single-family Housing Construction
page_4,236115,New Single-Family Housing Construction (except For-Sale Builders),8741,Management Services
page_4,236116,New Multifamily Housing Construction (except For-Sale Builders),1522,"Residential Construction, Nec"
page_4,236116,New Multifamily Housing Construction (except For-Sale Builders),8741,Management Services
page_4,236117,New Housing For-Sale Builders,1531,Operative Builders
page_4,236118,Residential Remodelers,1521,Single-family Housing Construction
page_4,236118,Residential Remodelers,1522,"Residential Construction, Nec"
page_4,236118,Residential Remodelers,1531,Operative Builders
page_4,236118,Residential Remodelers,8741,Management Services
page_4,236210,Industrial Building Construction,1531,Operative Builders
page_5,236210,Industrial Building Construction,1541,Industrial Buildings and Warehouses
page_5,236210,Industrial Building Construction,1629,"Heavy Construction, Nec"
page_5,236210,Industrial Building Construction,8741,Management Services
page_5,236220,Commercial and Institutional Building Construction,1522,"Residential Construction, Nec"
page_5,236220,Commercial and Institutional Building Construction,1531,Operative Builders
page_5,236220,Commercial and Institutional Building Construction,1541,Industrial Buildings and Warehouses
page_5,236220,Commercial and Institutional Building Construction,1542,"Nonresidential Construction, Nec"
page_5,236220,Commercial and Institutional Building Construction,1799,"Special Trade Contractors, Nec"
page_5,236220,Commercial and Institutional Building Construction,8741,Management Services
page_5,237110,Water and Sewer Line and Related Structures Construction,1623,"Water, Sewer, and Utility Lines"
page_5,237110,Water and Sewer Line and Related Structures Construction,1629,"Heavy Construction, Nec"
page_5,237110,Water and Sewer Line and Related Structures Construction,1781,Water Well Drilling
page_5,237110,Water and Sewer Line and Related Structures Construction,8741,Management Services
page_5,237120,Oil and Gas Pipeline and Related Structures Construction,1389,"Oil and Gas Field Services, Nec"
page_5,237120,Oil and Gas Pipeline and Related Structures Construction,1623,"Water, Sewer, and Utility Lines"
page_5,237120,Oil and Gas Pipeline and Related Structures Construction,1629,"Heavy Construction, Nec"
page_5,237120,Oil and Gas Pipeline and Related Structures Construction,8741,Management Services
page_5,237130,Power and Communication Line and Related Structures Construction,1623,"Water, Sewer, and Utility Lines"
page_5,237130,Power and Communication Line and Related Structures Construction,1629,"Heavy Construction, Nec"
page_5,237130,Power and Communication Line and Related Structures Construction,8741,Management Services
page_5,237210,Land Subdivision,6552,"Subdividers and Developers, Nec"
page_5,237310,"Highway, Street, and Bridge Construction",1611,Highway and Street Construction
page_5,237310,"Highway, Street, and Bridge Construction",1622,"Bridge, Tunnel, and Elevated Highway"
page_5,237310,"Highway, Street, and Bridge Construction",1721,Painting and Paper Hanging
page_5,237310,"Highway, Street, and Bridge Construction",8741,Management Services
page_5,237990,Other Heavy and Civil Engineering Construction,1622,"Bridge, Tunnel, and Elevated Highway"
page_5,237990,Other Heavy and Civil Engineering Construction,1629,"Heavy Construction, Nec"
page_5,237990,Other Heavy and Civil Engineering Construction,1799,"Special Trade Contractors, Nec"
page_5,237990,Other Heavy and Civil Engineering Construction,8741,Management Services
page_5,238110,Poured Concrete Foundation and Structure Contractors,1771,Concrete Work
page_6,238120,Structural Steel and Precast Concrete Contractors,1791,Structural Steel Erection
page_6,238130,Framing Contractors,1751,Carpentry Work
page_6,238140,Masonry Contractors,1741,Masonry and Other Stonework
page_6,238140,Masonry Contractors,1771,Concrete Work
page_6,238150,Glass and Glazing Contractors,1793,Glass and Glazing Work
page_6,238150,Glass and Glazing Contractors,1799,"Special Trade Contractors, Nec"
page_6,238160,Roofing Contractors,1761,"Roofing, Siding, and Sheetmetal Work"
page_6,238170,Siding Contractors,1761,"Roofing, Siding, and Sheetmetal Work"
page_6,238190,"Other Foundation, Structure, and Building Exterior Contractors",1791,Structural Steel Erection
page_6,238190,"Other Foundation, Structure, and Building Exterior Contractors",1799,"Special Trade Contractors, Nec"
page_6,238210,Electrical Contractors and Other Wiring Installation Contractors,1711,"Plumbing, Heating, Air-conditioning"
page_6,238210,Electrical Contractors and Other Wiring Installation Contractors,1731,Electrical Work
page_6,238220,"Plumbing, Heating, and Air-Conditioning Contractors",1711,"Plumbing, Heating, Air-conditioning"
page_6,238220,"Plumbing, Heating, and Air-Conditioning Contractors",1791,Structural Steel Erection
page_6,238220,"Plumbing, Heating, and Air-Conditioning Contractors",1796,Installing Building Equipment
page_6,238220,"Plumbing, Heating, and Air-Conditioning Contractors",7699,"Repair Services, Nec"
page_6,238290,Other Building Equipment Contractors,1796,Installing Building Equipment
page_6,238290,Other Building Equipment Contractors,1799,"Special Trade Contractors, Nec"
page_6,238290,Other Building Equipment Contractors,7622,Radio and Television Repair
page_6,238310,Drywall and Insulation Contractors,1742,"Plastering, Drywall, and Insulation"
page_6,238310,Drywall and Insulation Contractors,1743,"Terrazzo, Tile, Marble, Mosaic Work"
page_6,238310,Drywall and Insulation Contractors,1752,"Floor Laying and Floor Work, Nec"
page_6,238310,Drywall and Insulation Contractors,1791,Structural Steel Erection
page_6,238310,Drywall and Insulation Contractors,1799,"Special Trade Contractors, Nec"
page_6,238320,Painting and Wall Covering Contractors,1721,Painting and Paper Hanging
page_6,238320,Painting and Wall Covering Contractors,1799,"Special Trade Contractors, Nec"
page_6,238330,Flooring Contractors,1752,"Floor Laying and Floor Work, Nec"
page_6,238340,Tile and Terrazzo Contractors,1743,"Terrazzo, Tile, Marble, Mosaic Work"
page_6,238350,Finish Carpentry Contractors,1751,Carpentry Work
page_6,238350,Finish Carpentry Contractors,1799,"Special Trade Contractors, Nec"
page_6,238390,Other Building Finishing Contractors,1761,"Roofing, Siding, and Sheetmetal Work"
page_6,238390,Other Building Finishing Contractors,1799,"Special Trade Contractors, Nec"
page_6,238910,Site Preparation Contractors,1081,Metal Mining Services
page_6,238910,Site Preparation Contractors,1241,Coal Mining Services
page_6,238910,Site Preparation Contractors,1389,"Oil and Gas Field Services, Nec"
page_6,238910,Site Preparation Contractors,1481,Nonmetallic Mineral Services
page_6,238910,Site Preparation Contractors,1629,"Heavy Construction, Nec"
page_6,238910,Site Preparation Contractors,1711,"Plumbing, Heating, Air-conditioning"
page_6,238910,Site Preparation Contractors,1794,Excavation Work
page_6,238910,Site Preparation Contractors,1795,Wrecking and Demolition Work
page_6,238910,Site Preparation Contractors,1799,"Special Trade Contractors, Nec"
page_6,238910,Site Preparation Contractors,7353,Heavy Construction Equipment Rental
page_6,238990,All Other Specialty Trade Contractors,1771,Concrete Work
page_7,238990,All Other Specialty Trade Contractors,1799,"Special Trade Contractors, Nec"
page_7,238990,All Other Specialty Trade Contractors,7353,Heavy Construction Equipment Rental
page_7,311111,Dog and Cat Food Manufacturing,2047,Dog and Cat Food
page_7,311119,Other Animal Food Manufacturing,0723,Crop Preparation Services For Market
page_7,311119,Other Animal Food Manufacturing,2048,"Prepared Feeds, Nec"
page_7,311211,Flour Milling,2034,"Dehydrated Fruits, Vegetables, Soups"
page_7,311211,Flour Milling,2041,Flour and Other Grain Mill Products
page_7,311212,Rice Milling,2044,Rice Milling
page_7,311212,Rice Milling,2099,"Food Preparations, Nec"
page_7,311213,Malt Manufacturing,2083,Malt
page_7,311221,Wet Corn Milling,2046,Wet Corn Milling
page_7,311224,Soybean and Other Oilseed Processing,2074,Cottonseed Oil Mills
page_7,311224,Soybean and Other Oilseed Processing,2075,Soybean Oil Mills
page_7,311224,Soybean and Other Oilseed Processing,2076,"Vegetable Oil Mills, Nec"
page_7,311224,Soybean and Other Oilseed Processing,2079,Edible Fats and Oils
page_7,311224,Soybean and Other Oilseed Processing,2079,Edible Fats and Oils
page_7,311225,Fats and Oils Refining and Blending,2046,Wet Corn Milling
page_7,311225,Fats and Oils Refining and Blending,2074,Cottonseed Oil Mills
page_7,311225,Fats and Oils Refining and Blending,2075,Soybean Oil Mills
page_7,311225,Fats and Oils Refining and Blending,2076,"Vegetable Oil Mills, Nec"
page_7,311225,Fats and Oils Refining and Blending,2079,Edible Fats and Oils
page_7,311230,Breakfast Cereal Manufacturing,2043,Cereal Breakfast Foods
page_7,311313,Beet Sugar Manufacturing,2063,Beet Sugar
page_7,311314,Cane Sugar Manufacturing,2061,Raw Cane Sugar
page_7,311314,Cane Sugar Manufacturing,2062,Cane Sugar Refining
page_7,311340,Nonchocolate Confectionery Manufacturing,2064,Candy and Other Confectionery Products
page_7,311340,Nonchocolate Confectionery Manufacturing,2067,Chewing Gum
page_7,311340,Nonchocolate Confectionery Manufacturing,2099,"Food Preparations, Nec"
page_7,311340,Nonchocolate Confectionery Manufacturing,5441,"Candy, Nut, and Confectionery Stores"
page_7,311351,Chocolate and Confectionery Manufacturing from Cacao Beans,2066,Chocolate and Cocoa Products
page_7,311352,Confectionery Manufacturing from Purchased Chocolate,2064,Candy and Other Confectionery Products
page_7,311352,Confectionery Manufacturing from Purchased Chocolate,2066,Chocolate and Cocoa Products
page_7,311352,Confectionery Manufacturing from Purchased Chocolate,5441,"Candy, Nut, and Confectionery Stores"
page_7,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",2037,Frozen Fruits and Vegetables
page_7,311412,Frozen Specialty Food Manufacturing,2038,"Frozen Specialties, Nec"
page_7,311421,Fruit and Vegetable Canning,2033,Canned Fruits and Specialties
page_7,311421,Fruit and Vegetable Canning,2035,"Pickles, Sauces, and Salad Dressings"
page_7,311422,Specialty Canning,2032,Canned Specialties
page_7,311423,Dried and Dehydrated Food Manufacturing,2034,"Dehydrated Fruits, Vegetables, Soups"
page_7,311423,Dried and Dehydrated Food Manufacturing,2099,"Food Preparations, Nec"
page_7,311511,Fluid Milk Manufacturing,2023,"Dry, Condensed, Evaporated Products"
page_7,311511,Fluid Milk Manufacturing,2026,Fluid Milk
page_7,311512,Creamery Butter Manufacturing,2021,Creamery Butter
page_7,311513,Cheese Manufacturing,2022,Cheese; Natural and Processed
page_7,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",2023,"Dry, Condensed, Evaporated Products"
page_8,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",2026,Fluid Milk
page_8,311520,Ice Cream and Frozen Dessert Manufacturing,2024,Ice Cream and Frozen Desserts
page_8,311611,Animal (except Poultry) Slaughtering,0751,"Livestock Services, Except Veterinary"
page_8,311611,Animal (except Poultry) Slaughtering,2011,Meat Packing Plants
page_8,311611,Animal (except Poultry) Slaughtering,2048,"Prepared Feeds, Nec"
page_8,311612,Meat Processed from Carcasses,2013,Sausages and Other Prepared Meats
page_8,311612,Meat Processed from Carcasses,5147,Meats and Meat Products
page_8,311613,Rendering and Meat Byproduct Processing,2013,Sausages and Other Prepared Meats
page_8,311613,Rendering and Meat Byproduct Processing,2077,Animal and Marine Fats and Oils
page_8,311615,Poultry Processing,2015,Poultry Slaughtering and Processing
page_8,311710,Seafood Product Preparation and Packaging,2077,Animal and Marine Fats and Oils
page_8,311710,Seafood Product Preparation and Packaging,2077,Animal and Marine Fats and Oils
page_8,311710,Seafood Product Preparation and Packaging,2091,Canned and Cured Fish and Seafoods
page_8,311710,Seafood Product Preparation and Packaging,2092,Fresh or Frozen Packaged Fish
page_8,311811,Retail Bakeries,5461,Retail Bakeries
page_8,311812,Commercial Bakeries,2051,"Bread, Cake, and Related Products"
page_8,311812,Commercial Bakeries,2052,Cookies and Crackers
page_8,311813,"Frozen Cakes, Pies, and Other Pastries Manufacturing",2053,"Frozen Bakery Products, Except Bread"
page_8,311821,Cookie and Cracker Manufacturing,2052,Cookies and Crackers
page_8,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",2045,Prepared Flour Mixes and Doughs
page_8,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",2098,Macaroni and Spaghetti
page_8,311824,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",2099,"Food Preparations, Nec"
page_8,311830,Tortilla Manufacturing,2099,"Food Preparations, Nec"
page_8,311911,Roasted Nuts and Peanut Butter Manufacturing,2068,Salted and Roasted Nuts and Seeds
page_8,311911,Roasted Nuts and Peanut Butter Manufacturing,2099,"Food Preparations, Nec"
page_8,311919,Other Snack Food Manufacturing,2052,Cookies and Crackers
page_8,311919,Other Snack Food Manufacturing,2096,Potato Chips and Similar Snacks
page_8,311920,Coffee and Tea Manufacturing,2043,Cereal Breakfast Foods
page_8,311920,Coffee and Tea Manufacturing,2087,"Flavoring Extracts and Syrups, Nec"
page_8,311920,Coffee and Tea Manufacturing,2095,Roasted Coffee
page_8,311920,Coffee and Tea Manufacturing,2099,"Food Preparations, Nec"
page_8,311930,Flavoring Syrup and Concentrate Manufacturing,2087,"Flavoring Extracts and Syrups, Nec"
page_8,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",2035,"Pickles, Sauces, and Salad Dressings"
page_8,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",2099,"Food Preparations, Nec"
page_8,311942,Spice and Extract Manufacturing,2082,Malt Beverages
page_9,311942,Spice and Extract Manufacturing,2087,"Flavoring Extracts and Syrups, Nec"
page_9,311942,Spice and Extract Manufacturing,2099,"Food Preparations, Nec"
page_9,311942,Spice and Extract Manufacturing,2899,"Chemical Preparations, Nec"
page_9,311991,Perishable Prepared Food Manufacturing,2099,"Food Preparations, Nec"
page_9,311999,All Other Miscellaneous Food Manufacturing,2015,Poultry Slaughtering and Processing
page_9,311999,All Other Miscellaneous Food Manufacturing,2032,Canned Specialties
page_9,311999,All Other Miscellaneous Food Manufacturing,2034,"Dehydrated Fruits, Vegetables, Soups"
page_9,311999,All Other Miscellaneous Food Manufacturing,2087,"Flavoring Extracts and Syrups, Nec"
page_9,311999,All Other Miscellaneous Food Manufacturing,2099,"Food Preparations, Nec"
page_9,312111,Soft Drink Manufacturing,2086,Bottled and Canned Soft Drinks
page_9,312112,Bottled Water Manufacturing,2086,Bottled and Canned Soft Drinks
page_9,312112,Bottled Water Manufacturing,5149,"Groceries and Related Products, Nec"
page_9,312113,Ice Manufacturing,2097,Manufactured Ice
page_9,312120,Breweries,2082,Malt Beverages
page_9,312130,Wineries,2084,"Wines, Brandy, and Brandy Spirits"
page_9,312130,Wineries,2085,Distilled and Blended Liquors
page_9,312140,Distilleries,2085,Distilled and Blended Liquors
page_9,312230,Tobacco Manufacturing,2111,Cigarettes
page_9,312230,Tobacco Manufacturing,2121,Cigars
page_9,312230,Tobacco Manufacturing,2131,Chewing and Smoking Tobacco
page_9,312230,Tobacco Manufacturing,2141,Tobacco Stemming and Redrying
page_9,312230,Tobacco Manufacturing,2141,Tobacco Stemming and Redrying
page_9,312230,Tobacco Manufacturing,7389,"Business Services, Nec"
page_9,313110,"Fiber, Yarn, and Thread Mills",2281,Yarn Spinning Mills
page_9,313110,"Fiber, Yarn, and Thread Mills",2282,Throwing and Winding Mills
page_9,313110,"Fiber, Yarn, and Thread Mills",2284,Thread Mills
page_9,313110,"Fiber, Yarn, and Thread Mills",2298,Cordage and Twine
page_9,313110,"Fiber, Yarn, and Thread Mills",2299,"Textile Goods, Nec"
page_9,313110,"Fiber, Yarn, and Thread Mills",2299,"Textile Goods, Nec"
page_9,313110,"Fiber, Yarn, and Thread Mills",2299,"Textile Goods, Nec"
page_9,313210,Broadwoven Fabric Mills,2211,"Broadwoven Fabric Mills, Cotton"
page_9,313210,Broadwoven Fabric Mills,2221,"Broadwoven Fabric Mills, Manmade"
page_9,313210,Broadwoven Fabric Mills,2231,"Broadwoven Fabric Mills, Wool"
page_9,313210,Broadwoven Fabric Mills,2299,"Textile Goods, Nec"
page_9,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,2241,Narrow Fabric Mills
page_9,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,2299,"Textile Goods, Nec"
page_9,313220,Narrow Fabric Mills and Schiffli Machine Embroidery,2397,Schiffli Machine Embroideries
page_9,313230,Nonwoven Fabric Mills,2297,Nonwoven Fabrics
page_9,313230,Nonwoven Fabric Mills,2299,"Textile Goods, Nec"
page_9,313240,Knit Fabric Mills,2257,Weft Knit Fabric Mills
page_9,313240,Knit Fabric Mills,2258,Lace and Warp Knit Fabric Mills
