page_number,naics_id,naics_description,sic_id,sic_description
page_32,337121,Upholstered Household Furniture Manufacturing,2514,Metal Household Furniture
page_32,337121,Upholstered Household Furniture Manufacturing,2515,Mattresses and Bedsprings
page_32,337121,Upholstered Household Furniture Manufacturing,5712,Furniture Stores
page_32,337122,Nonupholstered Wood Household Furniture Manufacturing,2511,Wood Household Furniture
page_32,337122,Nonupholstered Wood Household Furniture Manufacturing,5712,Furniture Stores
page_33,337124,Metal Household Furniture Manufacturing,2514,Metal Household Furniture
page_33,337125,Household Furniture (except Wood and Metal) Manufacturing,2499,"Wood Products, Nec"
page_33,337125,Household Furniture (except Wood and Metal) Manufacturing,2519,"Household Furniture, Nec"
page_33,337127,Institutional Furniture Manufacturing,2531,Public Building and Related Furniture
page_33,337127,Institutional Furniture Manufacturing,2541,Wood Partitions and Fixtures
page_33,337127,Institutional Furniture Manufacturing,2542,"Partitions and Fixtures, Except Wood"
page_33,337127,Institutional Furniture Manufacturing,2599,"Furniture and Fixtures, Nec"
page_33,337127,Institutional Furniture Manufacturing,2599,"Furniture and Fixtures, Nec"
page_33,337127,Institutional Furniture Manufacturing,3821,Laboratory Apparatus and Furniture
page_33,337127,Institutional Furniture Manufacturing,3841,Surgical and Medical Instruments
page_33,337127,Institutional Furniture Manufacturing,3952,Lead Pencils and Art Goods
page_33,337127,Institutional Furniture Manufacturing,3999,"Manufacturing Industries, Nec"
page_33,337211,Wood Office Furniture Manufacturing,2521,Wood Office Furniture
page_33,337212,Custom Architectural Woodwork and Millwork Manufacturing,2541,Wood Partitions and Fixtures
page_33,337214,Office Furniture (except Wood) Manufacturing,2522,"Office Furniture, Except Wood"
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2426,Hardwood Dimension and Flooring Mills
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2511,Wood Household Furniture
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2514,Metal Household Furniture
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2541,Wood Partitions and Fixtures
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",2542,"Partitions and Fixtures, Except Wood"
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",3089,"Plastics Products, Nec"
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",3429,"Hardware, Nec"
page_33,337215,"Showcase, Partition, Shelving, and Locker Manufacturing",3499,"Fabricated Metal Products, Nec"
page_33,337910,Mattress Manufacturing,2515,Mattresses and Bedsprings
page_33,337920,Blind and Shade Manufacturing,2591,Drapery Hardware and Blinds and Shades
page_33,339112,Surgical and Medical Instrument Manufacturing,3829,"Measuring and Controlling Devices, Nec"
page_33,339112,Surgical and Medical Instrument Manufacturing,3841,Surgical and Medical Instruments
page_33,339113,Surgical Appliance and Supplies Manufacturing,2499,"Wood Products, Nec"
page_33,339113,Surgical Appliance and Supplies Manufacturing,2599,"Furniture and Fixtures, Nec"
page_33,339113,Surgical Appliance and Supplies Manufacturing,3069,"Fabricated Rubber Products, Nec"
page_33,339113,Surgical Appliance and Supplies Manufacturing,3089,"Plastics Products, Nec"
page_33,339113,Surgical Appliance and Supplies Manufacturing,3821,Laboratory Apparatus and Furniture
page_34,339113,Surgical Appliance and Supplies Manufacturing,3841,Surgical and Medical Instruments
page_34,339113,Surgical Appliance and Supplies Manufacturing,3842,Surgical Appliances and Supplies
page_34,339113,Surgical Appliance and Supplies Manufacturing,3851,Ophthalmic Goods
page_34,339113,Surgical Appliance and Supplies Manufacturing,5999,"Miscellaneous Retail Stores, Nec"
page_34,339114,Dental Equipment and Supplies Manufacturing,3843,Dental Equipment and Supplies
page_34,339115,Ophthalmic Goods Manufacturing,3851,Ophthalmic Goods
page_34,339115,Ophthalmic Goods Manufacturing,5995,Optical Goods Stores
page_34,339116,Dental Laboratories,8072,Dental Laboratories
page_34,339910,Jewelry and Silverware Manufacturing,3172,"Personal Leather Goods, Nec"
page_34,339910,Jewelry and Silverware Manufacturing,3479,Metal Coating and Allied Services
page_34,339910,Jewelry and Silverware Manufacturing,3479,Metal Coating and Allied Services
page_34,339910,Jewelry and Silverware Manufacturing,3479,Metal Coating and Allied Services
page_34,339910,Jewelry and Silverware Manufacturing,3911,"Jewelry, Precious Metal"
page_34,339910,Jewelry and Silverware Manufacturing,3914,Silverware and Plated Ware
page_34,339910,Jewelry and Silverware Manufacturing,3915,Jewelers' Materials and Lapidary Work
page_34,339910,Jewelry and Silverware Manufacturing,3961,Costume Jewelry
page_34,339920,Sporting and Athletic Goods Manufacturing,3069,"Fabricated Rubber Products, Nec"
page_34,339920,Sporting and Athletic Goods Manufacturing,3949,"Sporting and athletic Goods, Nec"
page_34,339930,"Doll, Toy, and Game Manufacturing",3069,"Fabricated Rubber Products, Nec"
page_34,339930,"Doll, Toy, and Game Manufacturing",3942,Dolls and Stuffed Toys
page_34,339930,"Doll, Toy, and Game Manufacturing",3944,"Games, Toys, and Children's Vehicles"
page_34,339930,"Doll, Toy, and Game Manufacturing",3999,"Manufacturing Industries, Nec"
page_34,339940,Office Supplies (except Paper) Manufacturing,2531,Public Building and Related Furniture
page_34,339940,Office Supplies (except Paper) Manufacturing,3579,"Office Machines, Nec"
page_34,339940,Office Supplies (except Paper) Manufacturing,3951,Pens and Mechanical Pencils
page_34,339940,Office Supplies (except Paper) Manufacturing,3952,Lead Pencils and Art Goods
page_34,339940,Office Supplies (except Paper) Manufacturing,3953,Marking Devices
page_34,339940,Office Supplies (except Paper) Manufacturing,3955,Carbon Paper and Inked Ribbons
page_34,339950,Sign Manufacturing,3993,Signs and Advertising Specialties
page_34,339991,"Gasket, Packing, and Sealing Device Manufacturing",3053,Gaskets; Packing and Sealing Devices
page_34,339992,Musical Instrument Manufacturing,3931,Musical Instruments
page_34,339993,"Fastener, Button, Needle, and Pin Manufacturing",3131,Footwear Cut Stock
page_34,339993,"Fastener, Button, Needle, and Pin Manufacturing",3961,Costume Jewelry
page_34,339993,"Fastener, Button, Needle, and Pin Manufacturing",3965,"Fasteners, Buttons, Needles, and Pins"
page_34,339994,"Broom, Brush, and Mop Manufacturing",2392,"Household Furnishings, Nec"
page_34,339994,"Broom, Brush, and Mop Manufacturing",3991,Brooms and Brushes
page_34,339995,Burial Casket Manufacturing,3995,Burial Caskets
page_35,339999,All Other Miscellaneous Manufacturing,2499,"Wood Products, Nec"
page_35,339999,All Other Miscellaneous Manufacturing,3634,Electric Housewares and Fans
page_35,339999,All Other Miscellaneous Manufacturing,3842,Surgical Appliances and Supplies
page_35,339999,All Other Miscellaneous Manufacturing,3999,"Manufacturing Industries, Nec"
page_35,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,5012,Automobiles and Other Motor Vehicles
page_35,423120,Motor Vehicle Supplies and New Parts Merchant Wholesalers,5013,Motor Vehicle Supplies and New Parts
page_35,423130,Tire and Tube Merchant Wholesalers,5014,Tires and Tubes
page_35,423140,Motor Vehicle Parts (Used) Merchant Wholesalers,5015,"Motor Vehicle Parts, Used"
page_35,423210,Furniture Merchant Wholesalers,5021,Furniture
page_35,423220,Home Furnishing Merchant Wholesalers,5023,Homefurnishings
page_35,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",5031,"Lumber, Plywood, and Millwork"
page_35,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",5039,"Construction Materials, Nec"
page_35,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",5032,"Brick, Stone, and Related Material"
page_35,423330,"Roofing, Siding, and Insulation Material Merchant Wholesalers",5033,"Roofing, Siding, and Insulation"
page_35,423390,Other Construction Material Merchant Wholesalers,5039,"Construction Materials, Nec"
page_35,423410,Photographic Equipment and Supplies Merchant Wholesalers,5043,Photographic Equipment and Supplies
page_35,423420,Office Equipment Merchant Wholesalers,5044,Office Equipment
page_35,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,5045,"Computers, Peripherals, and Software"
page_35,423440,Other Commercial Equipment Merchant Wholesalers,5046,"Commercial Equipment, Nec"
page_35,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",5047,Medical and Hospital Equipment
page_35,423460,Ophthalmic Goods Merchant Wholesalers,5048,Ophthalmic Goods
page_35,423490,Other Professional Equipment and Supplies Merchant Wholesalers,5049,"Professional Equipment, Nec"
page_35,423510,Metal Service Centers and Other Metal Merchant Wholesalers,5051,Metals Service Centers and Offices
page_35,423520,Coal and Other Mineral and Ore Merchant Wholesalers,5052,Coal and Other Minerals and Ores
page_35,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",5063,Electrical Apparatus and Equipment
page_35,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",5064,"Electrical Appliances, Television and Radio"
page_35,423620,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers",5074,Plumbing and Hydronic Heating Supplies
page_35,423690,Other Electronic Parts and Equipment Merchant Wholesalers,5065,"Electronic Parts and Equipment, Nec"
page_35,423710,Hardware Merchant Wholesalers,5072,Hardware
page_36,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,5064,"Electrical Appliances, Television and Radio"
page_36,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers,5074,Plumbing and Hydronic Heating Supplies
page_36,423730,Warm Air Heating and Air-Conditioning Equipment and Supplies Merchant Wholesalers,5075,Warm Air Heating and Air Conditioning
page_36,423740,Refrigeration Equipment and Supplies Merchant Wholesalers,5078,Refrigeration Equipment and Supplies
page_36,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant Wholesalers,5082,Construction and Mining Machinery
page_36,423820,Farm and Garden Machinery and Equipment Merchant Wholesalers,5083,Farm and Garden Machinery
page_36,423830,Industrial Machinery and Equipment Merchant Wholesalers,5084,Industrial Machinery and Equipment
page_36,423830,Industrial Machinery and Equipment Merchant Wholesalers,5085,Industrial Supplies
page_36,423840,Industrial Supplies Merchant Wholesalers,5085,Industrial Supplies
page_36,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,5087,Service Establishment Equipment
page_36,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Wholesalers,5088,Transportation Equipment and Supplies
page_36,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,5091,Sporting and Recreation Goods
page_36,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,5136,Men's and Boy's Clothing
page_36,423910,Sporting and Recreational Goods and Supplies Merchant Wholesalers,5137,Women's and Children's Clothing
page_36,423920,Toy and Hobby Goods and Supplies Merchant Wholesalers,5092,Toys and Hobby Goods and Supplies
page_36,423930,Recyclable Material Merchant Wholesalers,5093,Scrap and Waste Materials
page_36,423940,"Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",5094,Jewelry and Precious Stones
page_36,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,5099,"Durable Goods, Nec"
page_36,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,7822,Motion Picture and Tape Distribution
page_36,424110,Printing and Writing Paper Merchant Wholesalers,5111,Printing and Writing Paper
page_36,424120,Stationery and Office Supplies Merchant Wholesalers,5112,Stationery and Office Supplies
page_36,424130,Industrial and Personal Service Paper Merchant Wholesalers,5113,Industrial and Personal Service Paper
page_36,424210,Drugs and Druggists' Sundries Merchant Wholesalers,5122,"Drugs, Proprietaries, and Sundries"
page_36,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",5131,Piece Goods and Notions
page_37,424310,"Piece Goods, Notions, and Other Dry Goods Merchant Wholesalers",5199,"Nondurable Goods, Nec"
page_37,424320,Men's and Boys' Clothing and Furnishings Merchant Wholesalers,5136,Men's and Boy's Clothing
page_37,424330,"Women's, Children's, and Infants' Clothing and Accessories Merchant Wholesalers",5137,Women's and Children's Clothing
page_37,424340,Footwear Merchant Wholesalers,5139,Footwear
page_37,424340,Footwear Merchant Wholesalers,5199,"Nondurable Goods, Nec"
page_37,424410,General Line Grocery Merchant Wholesalers,5141,"Groceries, General Line"
page_37,424420,Packaged Frozen Food Merchant Wholesalers,5142,Packaged Frozen Goods
page_37,424430,Dairy Product (except Dried or Canned) Merchant Wholesalers,5143,"Dairy Products, Except Dried or Canned"
page_37,424440,Poultry and Poultry Product Merchant Wholesalers,5144,Poultry and Poultry Products
page_37,424450,Confectionery Merchant Wholesalers,5145,Confectionery
page_37,424460,Fish and Seafood Merchant Wholesalers,5146,Fish and Seafoods
page_37,424470,Meat and Meat Product Merchant Wholesalers,5147,Meats and Meat Products
page_37,424480,Fresh Fruit and Vegetable Merchant Wholesalers,5148,Fresh Fruits and Vegetables
page_37,424490,Other Grocery and Related Products Merchant Wholesalers,5149,"Groceries and Related Products, Nec"
page_37,424510,Grain and Field Bean Merchant Wholesalers,5153,Grain and Field Beans
page_37,424520,Livestock Merchant Wholesalers,5154,Livestock
page_37,424590,Other Farm Product Raw Material Merchant Wholesalers,5159,"Farm-product Raw Materials, Nec"
page_37,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,5162,Plastics Materials and Basic Shapes
page_37,424610,Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,5199,"Nondurable Goods, Nec"
page_37,424690,Other Chemical and Allied Products Merchant Wholesalers,5169,"Chemicals and Allied Products, Nec"
page_37,424710,Petroleum Bulk Stations and Terminals,5171,Petroleum Bulk Stations and Terminals
page_37,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),5172,"Petroleum Products, Nec"
page_37,424810,Beer and Ale Merchant Wholesalers,5181,Beer and Ale
page_37,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,5182,Wine and Distilled Beverages
page_37,424910,Farm Supplies Merchant Wholesalers,5191,Farm Supplies
page_37,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",5192,"Books, Periodicals, and Newspapers"
page_37,424930,"Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers",5193,Flowers and Florists Supplies
page_37,424940,Tobacco and Tobacco Product Merchant Wholesalers,5194,Tobacco and Tobacco Products
page_37,424950,"Paint, Varnish, and Supplies Merchant Wholesalers",5198,"Paints, Varnishes, and Supplies"
page_38,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,5199,"Nondurable Goods, Nec"
page_38,425110,Business to Business Electronic Markets,5012,Automobiles and Other Motor Vehicles
page_38,425110,Business to Business Electronic Markets,5013,Motor Vehicle Supplies and New Parts
page_38,425110,Business to Business Electronic Markets,5014,Tires and Tubes
page_38,425110,Business to Business Electronic Markets,5015,"Motor Vehicle Parts, Used"
page_38,425110,Business to Business Electronic Markets,5021,Furniture
page_38,425110,Business to Business Electronic Markets,5023,Homefurnishings
page_38,425110,Business to Business Electronic Markets,5031,"Lumber, Plywood, and Millwork"
page_38,425110,Business to Business Electronic Markets,5032,"Brick, Stone, and Related Material"
page_38,425110,Business to Business Electronic Markets,5033,"Roofing, Siding, and Insulation"
page_38,425110,Business to Business Electronic Markets,5039,"Construction Materials, Nec"
page_38,425110,Business to Business Electronic Markets,5043,Photographic Equipment and Supplies
page_38,425110,Business to Business Electronic Markets,5044,Office Equipment
page_38,425110,Business to Business Electronic Markets,5045,"Computers, Peripherals, and Software"
page_38,425110,Business to Business Electronic Markets,5046,"Commercial Equipment, Nec"
page_38,425110,Business to Business Electronic Markets,5047,Medical and Hospital Equipment
page_38,425110,Business to Business Electronic Markets,5048,Ophthalmic Goods
page_38,425110,Business to Business Electronic Markets,5049,"Professional Equipment, Nec"
page_38,425110,Business to Business Electronic Markets,5051,Metals Service Centers and Offices
page_38,425110,Business to Business Electronic Markets,5052,Coal and Other Minerals and Ores
page_38,425110,Business to Business Electronic Markets,5063,Electrical Apparatus and Equipment
page_38,425110,Business to Business Electronic Markets,5064,"Electrical Appliances, Television and Radio"
page_38,425110,Business to Business Electronic Markets,5065,"Electronic Parts and Equipment, Nec"
page_38,425110,Business to Business Electronic Markets,5072,Hardware
page_38,425110,Business to Business Electronic Markets,5074,Plumbing and Hydronic Heating Supplies
page_38,425110,Business to Business Electronic Markets,5075,Warm Air Heating and Air Conditioning
page_38,425110,Business to Business Electronic Markets,5078,Refrigeration Equipment and Supplies
page_38,425110,Business to Business Electronic Markets,5082,Construction and Mining Machinery
page_38,425110,Business to Business Electronic Markets,5083,Farm and Garden Machinery
page_38,425110,Business to Business Electronic Markets,5084,Industrial Machinery and Equipment
page_38,425110,Business to Business Electronic Markets,5085,Industrial Supplies
page_38,425110,Business to Business Electronic Markets,5087,Service Establishment Equipment
page_38,425110,Business to Business Electronic Markets,5088,Transportation Equipment and Supplies
page_38,425110,Business to Business Electronic Markets,5091,Sporting and Recreation Goods
page_38,425110,Business to Business Electronic Markets,5092,Toys and Hobby Goods and Supplies
page_38,425110,Business to Business Electronic Markets,5093,Scrap and Waste Materials
page_38,425110,Business to Business Electronic Markets,5094,Jewelry and Precious Stones
page_38,425110,Business to Business Electronic Markets,5099,"Durable Goods, Nec"
page_38,425110,Business to Business Electronic Markets,5111,Printing and Writing Paper
page_38,425110,Business to Business Electronic Markets,5112,Stationery and Office Supplies
page_38,425110,Business to Business Electronic Markets,5113,Industrial and Personal Service Paper
page_38,425110,Business to Business Electronic Markets,5122,"Drugs, Proprietaries, and Sundries"
page_38,425110,Business to Business Electronic Markets,5131,Piece Goods and Notions
page_38,425110,Business to Business Electronic Markets,5136,Men's and Boy's Clothing
page_38,425110,Business to Business Electronic Markets,5137,Women's and Children's Clothing
page_38,425110,Business to Business Electronic Markets,5139,Footwear
page_38,425110,Business to Business Electronic Markets,5141,"Groceries, General Line"
page_38,425110,Business to Business Electronic Markets,5142,Packaged Frozen Goods
page_38,425110,Business to Business Electronic Markets,5143,"Dairy Products, Except Dried or Canned"
page_38,425110,Business to Business Electronic Markets,5144,Poultry and Poultry Products
page_39,425110,Business to Business Electronic Markets,5145,Confectionery
page_39,425110,Business to Business Electronic Markets,5146,Fish and Seafoods
page_39,425110,Business to Business Electronic Markets,5147,Meats and Meat Products
page_39,425110,Business to Business Electronic Markets,5148,Fresh Fruits and Vegetables
page_39,425110,Business to Business Electronic Markets,5149,"Groceries and Related Products, Nec"
page_39,425110,Business to Business Electronic Markets,5153,Grain and Field Beans
page_39,425110,Business to Business Electronic Markets,5154,Livestock
page_39,425110,Business to Business Electronic Markets,5159,"Farm-product Raw Materials, Nec"
page_39,425110,Business to Business Electronic Markets,5162,Plastics Materials and Basic Shapes
page_39,425110,Business to Business Electronic Markets,5169,"Chemicals and Allied Products, Nec"
page_39,425110,Business to Business Electronic Markets,5172,"Petroleum Products, Nec"
page_39,425110,Business to Business Electronic Markets,5181,Beer and Ale
page_39,425110,Business to Business Electronic Markets,5182,Wine and Distilled Beverages
page_39,425110,Business to Business Electronic Markets,5191,Farm Supplies
page_39,425110,Business to Business Electronic Markets,5192,"Books, Periodicals, and Newspapers"
page_39,425110,Business to Business Electronic Markets,5193,Flowers and Florists Supplies
page_39,425110,Business to Business Electronic Markets,5194,Tobacco and Tobacco Products
page_39,425110,Business to Business Electronic Markets,5198,"Paints, Varnishes, and Supplies"
page_39,425110,Business to Business Electronic Markets,5199,"Nondurable Goods, Nec"
page_39,425120,Wholesale Trade Agents and Brokers,5012,Automobiles and Other Motor Vehicles
page_39,425120,Wholesale Trade Agents and Brokers,5013,Motor Vehicle Supplies and New Parts
page_39,425120,Wholesale Trade Agents and Brokers,5014,Tires and Tubes
page_39,425120,Wholesale Trade Agents and Brokers,5015,"Motor Vehicle Parts, Used"
page_39,425120,Wholesale Trade Agents and Brokers,5021,Furniture
page_39,425120,Wholesale Trade Agents and Brokers,5023,Homefurnishings
page_39,425120,Wholesale Trade Agents and Brokers,5031,"Lumber, Plywood, and Millwork"
page_39,425120,Wholesale Trade Agents and Brokers,5032,"Brick, Stone, and Related Material"
page_39,425120,Wholesale Trade Agents and Brokers,5033,"Roofing, Siding, and Insulation"
page_39,425120,Wholesale Trade Agents and Brokers,5039,"Construction Materials, Nec"
page_39,425120,Wholesale Trade Agents and Brokers,5043,Photographic Equipment and Supplies
page_39,425120,Wholesale Trade Agents and Brokers,5044,Office Equipment
page_39,425120,Wholesale Trade Agents and Brokers,5045,"Computers, Peripherals, and Software"
page_39,425120,Wholesale Trade Agents and Brokers,5046,"Commercial Equipment, Nec"
page_39,425120,Wholesale Trade Agents and Brokers,5047,Medical and Hospital Equipment
page_39,425120,Wholesale Trade Agents and Brokers,5048,Ophthalmic Goods
page_39,425120,Wholesale Trade Agents and Brokers,5049,"Professional Equipment, Nec"
page_39,425120,Wholesale Trade Agents and Brokers,5051,Metals Service Centers and Offices
page_39,425120,Wholesale Trade Agents and Brokers,5052,Coal and Other Minerals and Ores
page_39,425120,Wholesale Trade Agents and Brokers,5063,Electrical Apparatus and Equipment
page_39,425120,Wholesale Trade Agents and Brokers,5064,"Electrical Appliances, Television and Radio"
page_39,425120,Wholesale Trade Agents and Brokers,5065,"Electronic Parts and Equipment, Nec"
page_39,425120,Wholesale Trade Agents and Brokers,5072,Hardware
page_39,425120,Wholesale Trade Agents and Brokers,5074,Plumbing and Hydronic Heating Supplies
page_39,425120,Wholesale Trade Agents and Brokers,5075,Warm Air Heating and Air Conditioning
page_39,425120,Wholesale Trade Agents and Brokers,5078,Refrigeration Equipment and Supplies
page_39,425120,Wholesale Trade Agents and Brokers,5082,Construction and Mining Machinery
page_39,425120,Wholesale Trade Agents and Brokers,5083,Farm and Garden Machinery
page_39,425120,Wholesale Trade Agents and Brokers,5084,Industrial Machinery and Equipment
page_39,425120,Wholesale Trade Agents and Brokers,5085,Industrial Supplies
page_39,425120,Wholesale Trade Agents and Brokers,5087,Service Establishment Equipment
page_39,425120,Wholesale Trade Agents and Brokers,5088,Transportation Equipment and Supplies
page_40,425120,Wholesale Trade Agents and Brokers,5091,Sporting and Recreation Goods
page_40,425120,Wholesale Trade Agents and Brokers,5092,Toys and Hobby Goods and Supplies
page_40,425120,Wholesale Trade Agents and Brokers,5093,Scrap and Waste Materials
page_40,425120,Wholesale Trade Agents and Brokers,5094,Jewelry and Precious Stones
page_40,425120,Wholesale Trade Agents and Brokers,5099,"Durable Goods, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,5111,Printing and Writing Paper
page_40,425120,Wholesale Trade Agents and Brokers,5112,Stationery and Office Supplies
page_40,425120,Wholesale Trade Agents and Brokers,5113,Industrial and Personal Service Paper
page_40,425120,Wholesale Trade Agents and Brokers,5122,"Drugs, Proprietaries, and Sundries"
page_40,425120,Wholesale Trade Agents and Brokers,5131,Piece Goods and Notions
page_40,425120,Wholesale Trade Agents and Brokers,5136,Men's and Boy's Clothing
page_40,425120,Wholesale Trade Agents and Brokers,5137,Women's and Children's Clothing
page_40,425120,Wholesale Trade Agents and Brokers,5139,Footwear
page_40,425120,Wholesale Trade Agents and Brokers,5141,"Groceries, General Line"
page_40,425120,Wholesale Trade Agents and Brokers,5142,Packaged Frozen Goods
page_40,425120,Wholesale Trade Agents and Brokers,5143,"Dairy Products, Except Dried or Canned"
page_40,425120,Wholesale Trade Agents and Brokers,5144,Poultry and Poultry Products
page_40,425120,Wholesale Trade Agents and Brokers,5145,Confectionery
page_40,425120,Wholesale Trade Agents and Brokers,5146,Fish and Seafoods
page_40,425120,Wholesale Trade Agents and Brokers,5147,Meats and Meat Products
page_40,425120,Wholesale Trade Agents and Brokers,5148,Fresh Fruits and Vegetables
page_40,425120,Wholesale Trade Agents and Brokers,5149,"Groceries and Related Products, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,5153,Grain and Field Beans
page_40,425120,Wholesale Trade Agents and Brokers,5154,Livestock
page_40,425120,Wholesale Trade Agents and Brokers,5159,"Farm-product Raw Materials, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,5162,Plastics Materials and Basic Shapes
page_40,425120,Wholesale Trade Agents and Brokers,5169,"Chemicals and Allied Products, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,5172,"Petroleum Products, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,5181,Beer and Ale
page_40,425120,Wholesale Trade Agents and Brokers,5182,Wine and Distilled Beverages
page_40,425120,Wholesale Trade Agents and Brokers,5191,Farm Supplies
page_40,425120,Wholesale Trade Agents and Brokers,5192,"Books, Periodicals, and Newspapers"
page_40,425120,Wholesale Trade Agents and Brokers,5193,Flowers and Florists Supplies
page_40,425120,Wholesale Trade Agents and Brokers,5194,Tobacco and Tobacco Products
page_40,425120,Wholesale Trade Agents and Brokers,5198,"Paints, Varnishes, and Supplies"
page_40,425120,Wholesale Trade Agents and Brokers,5199,"Nondurable Goods, Nec"
page_40,425120,Wholesale Trade Agents and Brokers,7389,"Business Services, Nec"
page_40,441110,New Car Dealers,5511,New and Used Car Dealers
page_40,441120,Used Car Dealers,5521,Used Car Dealers
page_40,441210,Recreational Vehicle Dealers,5561,Recreational Vehicle Dealers
page_40,441222,Boat Dealers,5551,Boat Dealers
page_40,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",5571,Motorcycle Dealers
page_40,441228,"Motorcycle, ATV, and All Other Motor Vehicle Dealers",5599,"Automotive Dealers, Nec"
page_40,441310,Automotive Parts and Accessories Stores,5013,Motor Vehicle Supplies and New Parts
page_40,441310,Automotive Parts and Accessories Stores,5015,"Motor Vehicle Parts, Used"
page_40,441310,Automotive Parts and Accessories Stores,5531,Auto and Home Supply Stores
page_40,441310,Automotive Parts and Accessories Stores,5731,"Radio, Television, and Electronic Stores"
page_40,441320,Tire Dealers,5014,Tires and Tubes
page_40,441320,Tire Dealers,5531,Auto and Home Supply Stores
page_40,442110,Furniture Stores,5021,Furniture
page_41,442110,Furniture Stores,5712,Furniture Stores
page_41,442210,Floor Covering Stores,5023,Homefurnishings
page_41,442210,Floor Covering Stores,5713,Floor Covering Stores
page_41,442291,Window Treatment Stores,5714,Drapery and Upholstery Stores
page_41,442291,Window Treatment Stores,5719,Miscellaneous Homefurnishings
page_41,442299,All Other Home Furnishings Stores,5719,Miscellaneous Homefurnishings
page_41,442299,All Other Home Furnishings Stores,7699,"Repair Services, Nec"
page_41,443141,Household Appliance Stores,5064,"Electrical Appliances, Television and Radio"
page_41,443141,Household Appliance Stores,5722,Household Appliance Stores
page_41,443141,Household Appliance Stores,7623,Refrigeration Service and Repair
page_41,443141,Household Appliance Stores,7629,Electrical Repair Shops
page_41,443142,Electronics Stores,5045,"Computers, Peripherals, and Software"
page_41,443142,Electronics Stores,5064,"Electrical Appliances, Television and Radio"
page_41,443142,Electronics Stores,5065,"Electronic Parts and Equipment, Nec"
page_41,443142,Electronics Stores,5065,"Electronic Parts and Equipment, Nec"
page_41,443142,Electronics Stores,5099,"Durable Goods, Nec"
page_41,443142,Electronics Stores,5731,"Radio, Television, and Electronic Stores"
page_41,443142,Electronics Stores,5734,Computer and Software Stores
page_41,443142,Electronics Stores,5735,Record and Prerecorded Tape Stores
page_41,443142,Electronics Stores,5946,Camera and Photographic Supply Stores
page_41,443142,Electronics Stores,5999,"Miscellaneous Retail Stores, Nec"
page_41,443142,Electronics Stores,7378,Computer Maintenance and Repair
page_41,443142,Electronics Stores,7622,Radio and Television Repair
page_41,444110,Home Centers,5031,"Lumber, Plywood, and Millwork"
page_41,444110,Home Centers,5211,Lumber and Other Building Materials
page_41,444120,Paint and Wallpaper Stores,5231,"Paint, Glass, and Wallpaper Stores"
page_41,444130,Hardware Stores,5072,Hardware
page_41,444130,Hardware Stores,5251,Hardware Stores
page_41,444130,Hardware Stores,7699,"Repair Services, Nec"
page_41,444190,Other Building Material Dealers,5032,"Brick, Stone, and Related Material"
page_41,444190,Other Building Material Dealers,5033,"Roofing, Siding, and Insulation"
